time	V(n001)	V(n003)
6.987299916788789e-04	5.000000e+00	4.928752e+00
6.997065541788789e-04	5.000000e+00	4.932148e+00
7.000000001000000e-04	5.000000e+00	4.933137e+00
7.000000001999999e-04	-5.000000e+00	4.933137e+00
7.011299543541256e-04	-5.000000e+00	4.391120e+00
7.022599085082511e-04	-5.000000e+00	3.875247e+00
7.033898626623767e-04	-5.000000e+00	3.385519e+00
7.045198168165022e-04	-5.000000e+00	2.921936e+00
7.056497709706278e-04	-5.000000e+00	2.484496e+00
7.067797251247533e-04	-5.000000e+00	2.073202e+00
7.079096792788789e-04	-5.000000e+00	1.688052e+00
7.088862417788789e-04	-5.000000e+00	1.369269e+00
7.098628042788789e-04	-5.000000e+00	1.065682e+00
7.108393667788789e-04	-5.000000e+00	7.765643e-01
7.118159292788789e-04	-5.000000e+00	5.012276e-01
7.127924917788789e-04	-5.000000e+00	2.390146e-01
7.137690542788789e-04	-5.000000e+00	-1.070008e-02
7.147456167788789e-04	-5.000000e+00	-2.485123e-01
7.157221792788789e-04	-5.000000e+00	-4.749893e-01
7.166987417788789e-04	-5.000000e+00	-6.906714e-01
7.176753042788789e-04	-5.000000e+00	-8.960732e-01
7.186518667788789e-04	-5.000000e+00	-1.091685e+00
7.196284292788789e-04	-5.000000e+00	-1.277972e+00
7.206049917788789e-04	-5.000000e+00	-1.455381e+00
7.225581167788789e-04	-5.000000e+00	-1.785232e+00
7.245112417788789e-04	-5.000000e+00	-2.084389e+00
7.264643667788789e-04	-5.000000e+00	-2.355707e+00
7.284174917788789e-04	-5.000000e+00	-2.601777e+00
7.303706167788789e-04	-5.000000e+00	-2.824948e+00
7.323237417788789e-04	-5.000000e+00	-3.027352e+00
7.342768667788789e-04	-5.000000e+00	-3.210921e+00
7.372065542788789e-04	-5.000000e+00	-3.454747e+00
7.391596792788789e-04	-5.000000e+00	-3.598544e+00
7.411128042788789e-04	-5.000000e+00	-3.728959e+00
7.430659292788789e-04	-5.000000e+00	-3.847238e+00
7.450190542788789e-04	-5.000000e+00	-3.954511e+00
7.469721792788789e-04	-5.000000e+00	-4.051801e+00
7.489253042788789e-04	-5.000000e+00	-4.140038e+00
7.508784292788789e-04	-5.000000e+00	-4.220063e+00
7.528315542788789e-04	-5.000000e+00	-4.292642e+00
7.538081167788789e-04	-5.000000e+00	-4.326357e+00
7.547846792788789e-04	-5.000000e+00	-4.358466e+00
7.577143667788789e-04	-5.000000e+00	-4.445898e+00
7.596674917788789e-04	-5.000000e+00	-4.497461e+00
7.616206167788789e-04	-5.000000e+00	-4.544226e+00
7.635737417788789e-04	-5.000000e+00	-4.586639e+00
7.655268667788789e-04	-5.000000e+00	-4.625105e+00
7.674799917788789e-04	-5.000000e+00	-4.659992e+00
7.694331167788789e-04	-5.000000e+00	-4.691632e+00
7.704096792788789e-04	-5.000000e+00	-4.706330e+00
7.713862417788789e-04	-5.000000e+00	-4.720327e+00
7.723628042788789e-04	-5.000000e+00	-4.733658e+00
7.733393667788789e-04	-5.000000e+00	-4.746353e+00
7.743159292788789e-04	-5.000000e+00	-4.758443e+00
7.752924917788789e-04	-5.000000e+00	-4.769957e+00
7.762690542788789e-04	-5.000000e+00	-4.780921e+00
7.772456167788789e-04	-5.000000e+00	-4.791364e+00
7.782221792788789e-04	-5.000000e+00	-4.801308e+00
7.791987417788789e-04	-5.000000e+00	-4.810779e+00
7.801753042788789e-04	-5.000000e+00	-4.819798e+00
7.821284292788789e-04	-5.000000e+00	-4.836567e+00
7.831049917788789e-04	-5.000000e+00	-4.844357e+00
7.860346792788789e-04	-5.000000e+00	-4.865569e+00
7.870112417788789e-04	-5.000000e+00	-4.871976e+00
7.899409292788789e-04	-5.000000e+00	-4.889424e+00
7.909174917788789e-04	-5.000000e+00	-4.894695e+00
7.928706167788789e-04	-5.000000e+00	-4.904494e+00
7.938471792788789e-04	-5.000000e+00	-4.909047e+00
7.948237417788789e-04	-5.000000e+00	-4.913382e+00
7.958003042788789e-04	-5.000000e+00	-4.917511e+00
7.967768667788789e-04	-5.000000e+00	-4.921442e+00
7.977534292788789e-04	-5.000000e+00	-4.925187e+00
7.987299917788789e-04	-5.000000e+00	-4.928752e+00
7.997065542788789e-04	-5.000000e+00	-4.932148e+00
7.999999999999999e-04	-5.000000e+00	-4.933137e+00
8.000000000999999e-04	4.999998e+00	-4.933137e+00
8.011299542541255e-04	4.999999e+00	-4.391120e+00
8.022599084082510e-04	5.000000e+00	-3.875247e+00
8.033898625623766e-04	5.000000e+00	-3.385519e+00
8.045198167165021e-04	5.000001e+00	-2.921936e+00
8.056497708706277e-04	5.000001e+00	-2.484496e+00
8.067797250247532e-04	5.000000e+00	-2.073202e+00
8.079096791788788e-04	5.000000e+00	-1.688052e+00
8.088862416788788e-04	5.000000e+00	-1.369269e+00
8.098628041788788e-04	5.000000e+00	-1.065682e+00
8.108393666788788e-04	5.000000e+00	-7.765643e-01
8.118159291788788e-04	5.000000e+00	-5.012276e-01
8.127924916788788e-04	5.000000e+00	-2.390146e-01
8.137690541788788e-04	5.000000e+00	1.070007e-02
8.147456166788788e-04	5.000000e+00	2.485123e-01
8.157221791788788e-04	5.000000e+00	4.749893e-01
8.166987416788788e-04	5.000000e+00	6.906714e-01
8.176753041788788e-04	5.000000e+00	8.960732e-01
8.186518666788788e-04	5.000000e+00	1.091685e+00
8.196284291788788e-04	5.000000e+00	1.277972e+00
8.206049916788788e-04	5.000000e+00	1.455381e+00
8.225581166788788e-04	5.000000e+00	1.785232e+00
8.245112416788788e-04	5.000000e+00	2.084389e+00
8.264643666788788e-04	5.000000e+00	2.355707e+00
8.284174916788788e-04	5.000000e+00	2.601777e+00
8.303706166788788e-04	5.000000e+00	2.824948e+00
8.323237416788788e-04	5.000000e+00	3.027352e+00
8.342768666788788e-04	5.000000e+00	3.210921e+00
8.372065541788788e-04	5.000000e+00	3.454747e+00
8.391596791788788e-04	5.000000e+00	3.598544e+00
8.411128041788788e-04	5.000000e+00	3.728959e+00
8.430659291788789e-04	5.000000e+00	3.847238e+00
8.450190541788789e-04	5.000000e+00	3.954511e+00
8.469721791788789e-04	5.000000e+00	4.051801e+00
8.489253041788789e-04	5.000000e+00	4.140038e+00
8.508784291788789e-04	5.000000e+00	4.220063e+00
8.528315541788789e-04	5.000000e+00	4.292642e+00
8.547846791788789e-04	5.000000e+00	4.358466e+00
8.577143666788789e-04	5.000000e+00	4.445898e+00
8.596674916788789e-04	5.000000e+00	4.497461e+00
8.616206166788789e-04	5.000000e+00	4.544226e+00
8.635737416788789e-04	5.000000e+00	4.586639e+00
8.655268666788789e-04	5.000000e+00	4.625105e+00
8.674799916788789e-04	5.000000e+00	4.659992e+00
8.694331166788789e-04	5.000000e+00	4.691632e+00
8.704096791788789e-04	5.000000e+00	4.706330e+00
8.713862416788789e-04	5.000000e+00	4.720327e+00
8.723628041788789e-04	5.000000e+00	4.733658e+00
8.733393666788789e-04	5.000000e+00	4.746353e+00
8.743159291788789e-04	5.000000e+00	4.758443e+00
8.752924916788789e-04	5.000000e+00	4.769957e+00
8.762690541788789e-04	5.000000e+00	4.780921e+00
8.772456166788789e-04	5.000000e+00	4.791364e+00
8.782221791788789e-04	5.000000e+00	4.801308e+00
8.791987416788789e-04	5.000000e+00	4.810779e+00
8.801753041788789e-04	5.000000e+00	4.819798e+00
8.821284291788789e-04	5.000000e+00	4.836567e+00
8.831049916788789e-04	5.000000e+00	4.844357e+00
8.860346791788789e-04	5.000000e+00	4.865569e+00
8.870112416788789e-04	5.000000e+00	4.871976e+00
8.899409291788789e-04	5.000000e+00	4.889424e+00
8.909174916788789e-04	5.000000e+00	4.894695e+00
8.928706166788789e-04	5.000000e+00	4.904494e+00
8.938471791788789e-04	5.000000e+00	4.909047e+00
8.948237416788789e-04	5.000000e+00	4.913382e+00
8.958003041788789e-04	5.000000e+00	4.917511e+00
8.967768666788789e-04	5.000000e+00	4.921442e+00
8.977534291788789e-04	5.000000e+00	4.925187e+00
8.987299916788789e-04	5.000000e+00	4.928752e+00
8.997065541788789e-04	5.000000e+00	4.932148e+00
9.000000000999998e-04	5.000000e+00	4.933137e+00
9.000000001099999e-04	4.000000e+00	4.933137e+00
9.000000001999998e-04	-4.999990e+00	4.933137e+00
9.011299543541254e-04	-4.999995e+00	4.391120e+00
9.022599085082509e-04	-4.999999e+00	3.875247e+00
9.033898626623765e-04	-5.000001e+00	3.385519e+00
9.045198168165020e-04	-5.000003e+00	2.921936e+00
9.056497709706276e-04	-5.000003e+00	2.484496e+00
9.067797251247531e-04	-5.000002e+00	2.073202e+00
9.079096792788787e-04	-5.000000e+00	1.688052e+00
9.088862417788787e-04	-5.000000e+00	1.369269e+00
9.098628042788787e-04	-5.000000e+00	1.065682e+00
9.108393667788787e-04	-5.000000e+00	7.765643e-01
9.118159292788787e-04	-5.000000e+00	5.012276e-01
9.127924917788787e-04	-5.000000e+00	2.390146e-01
9.137690542788787e-04	-5.000000e+00	-1.070007e-02
9.147456167788787e-04	-5.000000e+00	-2.485123e-01
9.157221792788787e-04	-5.000000e+00	-4.749893e-01
9.166987417788787e-04	-5.000000e+00	-6.906714e-01
9.176753042788787e-04	-5.000000e+00	-8.960732e-01
9.186518667788787e-04	-5.000000e+00	-1.091685e+00
9.196284292788787e-04	-5.000000e+00	-1.277972e+00
9.206049917788787e-04	-5.000000e+00	-1.455381e+00
9.225581167788787e-04	-5.000000e+00	-1.785232e+00
9.245112417788787e-04	-5.000000e+00	-2.084389e+00
9.264643667788788e-04	-5.000000e+00	-2.355707e+00
9.284174917788788e-04	-5.000000e+00	-2.601777e+00
9.303706167788788e-04	-5.000000e+00	-2.824948e+00
9.323237417788788e-04	-5.000000e+00	-3.027352e+00
9.342768667788788e-04	-5.000000e+00	-3.210921e+00
9.372065542788788e-04	-5.000000e+00	-3.454747e+00
9.391596792788788e-04	-5.000000e+00	-3.598544e+00
9.411128042788788e-04	-5.000000e+00	-3.728959e+00
9.430659292788788e-04	-5.000000e+00	-3.847238e+00
9.450190542788788e-04	-5.000000e+00	-3.954511e+00
9.469721792788788e-04	-5.000000e+00	-4.051801e+00
9.489253042788788e-04	-5.000000e+00	-4.140038e+00
9.508784292788788e-04	-5.000000e+00	-4.220063e+00
9.528315542788788e-04	-5.000000e+00	-4.292642e+00
9.547846792788788e-04	-5.000000e+00	-4.358466e+00
9.577143667788788e-04	-5.000000e+00	-4.445898e+00
9.596674917788788e-04	-5.000000e+00	-4.497461e+00
9.616206167788788e-04	-5.000000e+00	-4.544226e+00
9.635737417788788e-04	-5.000000e+00	-4.586639e+00
9.655268667788788e-04	-5.000000e+00	-4.625105e+00
9.674799917788788e-04	-5.000000e+00	-4.659992e+00
9.694331167788788e-04	-5.000000e+00	-4.691632e+00
9.704096792788788e-04	-5.000000e+00	-4.706330e+00
9.713862417788788e-04	-5.000000e+00	-4.720327e+00
9.723628042788788e-04	-5.000000e+00	-4.733658e+00
9.733393667788788e-04	-5.000000e+00	-4.746353e+00
9.743159292788788e-04	-5.000000e+00	-4.758443e+00
9.752924917788788e-04	-5.000000e+00	-4.769957e+00
9.762690542788788e-04	-5.000000e+00	-4.780921e+00
9.772456167788787e-04	-5.000000e+00	-4.791364e+00
9.782221792788786e-04	-5.000000e+00	-4.801308e+00
9.791987417788785e-04	-5.000000e+00	-4.810779e+00
9.801753042788784e-04	-5.000000e+00	-4.819798e+00
9.821284292788782e-04	-5.000000e+00	-4.836567e+00
9.831049917788780e-04	-5.000000e+00	-4.844357e+00
9.860346792788777e-04	-5.000000e+00	-4.865569e+00
9.870112417788776e-04	-5.000000e+00	-4.871976e+00
9.899409292788773e-04	-5.000000e+00	-4.889424e+00
9.909174917788772e-04	-5.000000e+00	-4.894695e+00
9.928706167788770e-04	-5.000000e+00	-4.904494e+00
9.938471792788769e-04	-5.000000e+00	-4.909047e+00
9.948237417788768e-04	-5.000000e+00	-4.913382e+00
9.958003042788766e-04	-5.000000e+00	-4.917511e+00
9.967768667788765e-04	-5.000000e+00	-4.921442e+00
9.977534292788764e-04	-5.000000e+00	-4.925187e+00
9.987299917788763e-04	-5.000000e+00	-4.928752e+00
9.997065542788762e-04	-5.000000e+00	-4.932148e+00
1.000000000000000e-03	-5.000000e+00	-4.933137e+00
